Temperature,Humidity,WindSpeed,EDP,Hour,DayOfWeek,Month
12.04853877467402,45.96864499053289,7.297946906122648,0.0,0,2,7
12.353807016906158,44.43752097831319,6.536485051867881,0.0,1,2,7
13.148060138532289,44.59118229110208,8.00511345664246,0.0,2,2,7
13.296919995685522,42.120163163882324,7.579354677234641,0.0,3,2,7
13.560693549305492,41.69772273077838,7.838714288333991,0.0,4,2,7
14.133877080985407,43.18028112672314,8.174577812831838,0.0,5,2,7
14.128775195361381,39.92555408423383,6.081228784700959,0.0,6,2,7
13.918594714853528,38.76613498442842,10.463242112485286,0.0,7,2,7
13.635870325178315,37.80154734233361,7.965288230294757,0.0,8,2,7
12.82987454356333,37.607288908582284,8.751933032686773,0.0,9,2,7
13.395515973521523,34.76048552628307,9.402794310936098,0.0,10,2,7
11.8167125588089,35.757227962354925,10.190455625809978,0.0,11,2,7
11.504731837434656,34.43370227039723,8.099651365087642,0.0,12,2,7
11.23062408273686,33.61970743748852,8.068562974806028,0.0,13,2,7
10.468848143136947,36.14346541171298,7.080575765766197,0.0,14,2,7
11.360753640135675,35.68121280173103,7.677938483794325,0.0,15,2,7
10.674707801115957,36.26913568356604,8.227459934604129,0.0,16,2,7
10.721719724563076,37.098421539926164,8.184633858532305,0.0,17,2,7
10.129941397124211,40.78182287177731,6.763049289121918,0.0,18,2,7
9.407920040879725,41.8160367911295,8.296984673233187,0.0,19,2,7
10.39319561760406,42.84644820949698,7.319975278421509,0.0,20,2,7
10.701913286207406,43.82860637923142,7.285648581973632,0.0,21,2,7
11.932887255572378,44.80395993983398,6.808696502797352,0.0,22,2,7
11.810638714111871,43.854947461218025,8.787084603742452,0.0,23,2,7
12.579297789503702,44.17931768164829,8.963376129244322,0.0,0,2,7
12.72402855367329,45.65168929143984,9.896792982653947,0.0,1,2,7
12.877305941998564,43.5763908545647,7.110485570374477,0.0,2,2,7
13.006308419890376,43.458432196518636,8.341151974816643,0.0,3,2,7
13.870396207233886,43.327183249036025,8.013001891877908,0.0,4,2,7
14.658618691156796,41.02943839227465,10.720169166589619,0.0,5,2,7
