Temperature,Humidity,WindSpeed,EDP,Hour,DayOfWeek,Month
20.312833673882505,59.14284244358372,3.929107501938888,0.0,0,2,7
21.017693342929157,59.606166346119494,5.714000494092092,0.0,1,2,7
21.73661881228677,59.25729810626532,4.153206281931595,0.0,2,2,7
21.36389673121671,58.08901895386572,5.856398794323472,0.0,3,2,7
22.705123083418417,56.25426122128801,5.173180925851182,0.0,4,2,7
23.090436168731625,55.41023778931147,5.153725105945528,0.0,5,2,7
23.029104359223,53.85702970216938,5.357787360348283,0.0,6,2,7
23.178169742051324,54.78895601766267,6.053802052034903,0.0,7,2,7
21.90924152737477,51.562174960084874,5.51503526720866,0.0,8,2,7
22.378213319015746,51.97951378037331,8.85273149065472,0.0,9,2,7
21.785445255346584,51.80543862125841,5.954001763493203,0.0,10,2,7
21.10215276096046,49.85510162391431,5.758969220493268,0.0,11,2,7
19.613587392731215,49.76318139325999,4.514636452170897,0.0,12,2,7
19.264479934385598,52.485029435228164,3.132734807408252,0.0,13,2,7
18.843130095187256,49.05715710988815,4.528068134210566,0.0,14,2,7
18.42315495492404,51.528746113162725,3.922255222070694,0.0,15,2,7
17.0442719340167,53.179597748934675,4.2696333682828636,0.0,16,2,7
17.210451815923783,53.75147661439121,4.348399652394183,0.0,17,2,7
18.07197204466266,55.63391902231801,2.974857413342393,0.0,18,2,7
17.19544967851751,55.63230876074421,5.852433334796224,0.0,19,2,7
17.005663419430334,57.385263558533104,5.504987278980457,0.0,20,2,7
18.311557253525418,57.335237498876964,4.665498764159052,0.0,21,2,7
18.26252734441952,58.67679778634848,6.765454240281096,0.0,22,2,7
19.426033720172914,58.5687451771103,5.917861947054776,0.0,23,2,7
21.061078098506318,61.03246526055115,3.4806300340459866,0.0,0,2,7
20.534340098874438,61.09654028063197,4.292330534381219,0.0,1,2,7
21.721909714073114,60.10476107235153,4.073069528421917,0.0,2,2,7
22.091557665528743,55.294266565863666,3.9756123586657104,0.0,3,2,7
22.471792135656735,56.25221681803515,6.632411303931635,0.0,4,2,7
22.18270678988689,55.85405073881562,5.130740577286091,0.0,5,2,7
