Temperature,Humidity,WindSpeed,EDP,Hour,DayOfWeek,Month
38.24835707650561,84.86173569882881,1.1619221345251731,0.0,0,2,7
39.537972063511575,84.59547575672201,0.9414657607627048,0.0,1,2,7
40.289606407753695,85.09756174807511,0.882631403516262,0.0,2,2,7
40.39260036535263,83.07211621312028,0.8835675616074358,0.0,3,2,7
40.719057347136335,80.5867197553422,0.5687705418717418,0.0,4,2,7
40.61663371424672,80.28126410517818,1.0785618331488185,0.0,5,2,7
40.545987962239394,78.58769629866471,1.3664121922303885,0.0,6,2,7
40.78488932862394,78.77343297917531,0.6438129534466358,0.0,7,2,7
40.32588484909073,77.61092258970987,0.7122516056444244,0.0,8,2,7
40.30916935273248,75.86382740414845,0.9270765625516808,0.0,9,2,7
39.199146693885304,77.52215116558673,0.9966256938155165,0.0,10,2,7
38.24760167082962,75.99291578065784,0.6947890875072444,0.0,11,2,7
38.10443179750238,73.04032987612023,0.6679534877753923,0.0,12,2,7
37.321973482627,75.90883744855006,1.0428420702974925,0.0,13,2,7
36.44217585880588,75.36876928548851,0.6303695024081432,0.0,14,2,7
35.51875755224301,76.00382732310747,1.2642805565547288,0.0,15,2,7
35.57373293343092,75.73695984463727,1.0810209923486989,0.0,16,2,7
34.90968138092464,78.02898277418143,1.152919072210217,0.0,17,2,7
35.51549976124797,80.9312801191162,0.7901956191943403,0.0,18,2,7
34.947616333207186,81.62535865691618,1.2438862817805898,0.0,19,2,7
35.16233666972404,82.31434102333618,0.723416256498493,0.0,20,2,7
35.28057634440002,84.34805972832693,1.3390600071427057,0.0,21,2,7
36.46399493920983,85.33365991681423,1.0904090062619085,0.0,22,2,7
36.900982987389874,85.19102473695376,1.3845091416164923,0.0,23,2,7
37.982086980445025,86.56464365581401,0.3450637239775639,0.0,0,2,7
39.187408387495175,84.91667619968352,0.9252481623835331,0.0,1,2,7
39.545880388267754,82.3425581043213,0.945082028040622,0.0,2,2,7
40.29987662931552,85.01342795067426,0.8704324454315882,0.0,3,2,7
40.19382940990672,81.99824295641547,1.2288505294255185,0.0,4,2,7
41.062153033697044,80.76433502174557,1.128316858278339,0.0,5,2,7
41.04853877467402,80.9686449905329,0.8244867265306619,0.0,6,2,7
40.73394640556832,78.31379662135524,0.6341212629669704,0.0,7,2,7
40.7461363498856,77.76105527217989,1.0012783641606153,0.0,8,2,7
40.00402677687207,75.04909535201685,0.8948386693086603,0.0,9,2,7
39.328642741736616,74.86759571185618,0.9596785720834977,0.0,10,2,7
38.97848256371483,77.05655676976518,1.0436444532079598,0.0,11,2,7
38.128775195361385,74.92555408423384,0.5203071961752397,0.0,12,2,7
37.210285926967835,75.23060107849568,1.6158105281213215,0.0,13,2,7
36.40381951760944,75.97142032341141,0.9913220575736892,0.0,14,2,7
35.2943406376306,77.60728890858228,1.1879832581716936,0.0,15,2,7
35.79743976216821,76.59061254520526,1.3506985777340248,0.0,16,2,7
34.40129698973666,79.29276186828767,1.5476139064524945,0.0,17,2,7
34.504731837434655,79.43370227039723,1.0249128412719104,0.0,18,2,7
34.850484694074694,79.74343179444648,1.0171407437015068,0.0,19,2,7
34.87077193178363,82.97359243063518,0.7701439414415492,0.0,20,2,7
36.653646858949124,82.7522806135965,0.9194846209485811,0.0,21,2,7
36.906758608684825,83.09926270248823,1.0568649836510324,0.0,22,2,7
37.87711424183365,83.22214589688411,1.0461584646330762,0.0,23,2,7
