Temperature,Humidity,WindSpeed,EDP,Hour,DayOfWeek,Month
21.165561867580813,69.17097164489739,11.943065614302078,124.23230970023745,0,0,1
20.997922037624278,68.04456075325112,14.737638446522174,91.58601407361994,1,0,1
21.733184789688444,71.32509336868314,8.609746921562614,91.55699834567196,2,0,1
24.191592010623154,58.528124974497956,4.825246502460901,94.7865014623942,3,0,1
22.47659833981169,69.2684663042686,7.275927773436367,84.55050115825021,4,0,1
27.933060230846795,66.31859708259798,10.202584614063772,89.47406021976235,5,0,1
24.083368112507983,67.91690609930265,6.547019267733091,126.06164055652438,6,0,1
23.800485313166078,65.98900983606427,8.19488016331181,136.82593714448595,7,0,1
24.475266131004673,62.40867499651272,12.467634736309567,99.24498115609114,8,0,1
24.125394657500596,58.29617557838807,6.015441853304709,150.34432668292942,9,0,1
24.14906672154917,69.46913455670317,9.653055152835279,145.54208103630413,10,0,1
18.509184806336098,65.61602449602347,8.618083687120638,153.43373936684776,11,0,1
20.85937014069527,61.04709237393965,10.972251908184385,101.93308580192061,12,0,1
17.524194335433826,73.56772220771396,13.092998567487854,121.40877577291953,13,0,1
15.99369851511307,69.56623127149724,10.993790294210692,126.06048443543006,14,0,1
15.678251179935033,70.7017652204006,6.680995077981915,112.01082139255065,15,0,1
17.467058187424552,78.80855680306853,9.783969635258998,129.8295365527169,16,0,1
16.065776480208275,69.05150894345036,11.084186816525241,131.14828695118047,17,0,1
15.100481483338443,80.18551142982335,2.1407646877307673,174.89967076039088,18,0,1
15.516598566589348,70.78207096414664,10.275282329606506,129.06922570847593,19,0,1
15.40266276696113,73.81291951777314,14.433682134224547,139.267908840891,20,0,1
15.019612449839235,69.121274885797,12.746206353106222,118.68961411015755,21,0,1
16.612613154024267,73.6786303163201,10.29123264804412,127.86368978337421,22,0,1
17.473932148291034,68.87103003052079,8.823675540603528,101.61698792645186,23,0,1
20.93645667035661,71.02990346791748,13.924497782267533,104.15524706751917,0,1,1
18.80756985763923,66.97435288043495,12.881013862759842,78.52774323858307,1,1,1
22.52164469289544,70.49488139109073,19.56771511597174,82.68493553569702,2,1,1
24.394850803605724,67.58463057522083,8.152843766443025,100.08761249066515,3,1,1
24.794803555031702,79.87577415998338,13.332074517996782,102.54485583639605,4,1,1
25.10442170826231,61.466422353197714,17.33762585588521,92.4549461361634,5,1,1
26.92628001031355,62.67768983304434,18.11754034514845,93.99658379150378,6,1,1
26.34755943527334,78.26209067034526,10.937548436948084,119.75686425426946,7,1,1
24.873645865324935,65.04218532697595,9.257167119141751,119.0682634634855,8,1,1
21.755142594707984,70.32482230722758,11.15088470963874,157.44571332874705,9,1,1
21.277709531554983,66.86431952598966,16.349709064449158,119.1543720650915,10,1,1
22.09323121094832,75.61329326567389,9.086707708656467,150.20938607707194,11,1,1
20.863981704724303,73.63374146590459,10.198305279705904,100.04281009199929,12,1,1
20.09400402194865,71.85659808594026,14.66063596337778,107.58983523677053,13,1,1
16.484166673070476,72.13589559282306,14.788374832236194,103.77353802165261,14,1,1
20.540231232584237,73.86155866454334,10.335246920732203,119.07390750268013,15,1,1
14.064725756850624,75.82511363519139,17.38494414936236,105.4988658963338,16,1,1
17.44133924327076,74.20334630742319,16.37533789232362,126.62391765522412,17,1,1
14.853439884221716,68.4559462852306,11.24061412346358,139.50206933932213,18,1,1
15.360383565953907,73.84520154682392,14.739229810330206,152.36482141636907,19,1,1
16.04009288106108,79.15736100226572,13.115186912626282,175.02740603596743,20,1,1
18.06001690582473,67.20660627790299,10.696479918156813,116.26327360249866,21,1,1
17.397290545575753,74.5446295774785,15.328870286060784,108.75613914192783,22,1,1
17.35653345457804,62.797438596345025,12.569612556139086,116.39522149804252,23,1,1
20.944384160492948,63.35834876865403,15.394182338462665,104.32984299490727,0,2,1
20.042577025342876,69.70862057918532,15.049265716247119,70.93586278760151,1,2,1
23.731771392929105,71.14096529405515,18.12379329043495,96.38635601758239,2,2,1
21.296391842251094,63.13015050967199,16.419745362535096,84.66610040465763,3,2,1
25.876419063766825,86.68563660602649,16.58731109298862,111.57034619286996,4,2,1
27.253829330664285,70.4291843530203,13.928831826988082,106.41869530228928,5,2,1
23.970546243157393,65.90294962851394,13.418548917421807,111.58348531830227,6,2,1
29.9751429370249,57.83590213353257,16.93342013203266,97.34094803087058,7,2,1
23.902459959575868,72.86673213758971,15.067479618195506,100.85961878136027,8,2,1
22.62112315964534,71.21726445392099,12.683539665757708,143.99015494343436,9,2,1
23.107340352040165,65.0790409241849,21.306471828885094,133.13368364602525,10,2,1
17.760006724429932,69.87226662330481,12.889280166603955,148.60653296084885,11,2,1
18.931155195367136,69.01336045487948,16.38960139785049,110.71751968163095,12,2,1
16.821508632608385,68.56158409576553,13.449803627426249,103.9297770157895,13,2,1
21.54710515279473,72.86195121701876,11.091987697903983,122.06582383779063,14,2,1
21.224975160325073,76.51713591793607,10.316529663047078,110.39138305638505,15,2,1
18.719891951683593,68.21375884358116,16.206097845347802,110.10428928469506,16,2,1
13.832706597631033,71.70423044762764,5.1508375407019,120.21656930415601,17,2,1
15.011060369446218,65.84812675238973,19.771873472704023,118.94271864864007,18,2,1
14.80647856739323,72.65556011436709,19.198459428107466,123.55851226844148,19,2,1
18.512397157620267,71.803271476773,11.930113607765266,145.60270575413077,20,2,1
17.378782157446743,68.35372522938637,15.084045815879175,102.94009360736332,21,2,1
18.24323136273503,74.1476960348192,19.632690009345175,88.76019528965328,22,2,1
23.488168196032465,60.473651277357774,14.419284275802369,111.46740768188602,23,2,1
21.250008003493264,66.33608298647847,11.545051944515965,103.42047023686348,0,3,1
20.803389979647378,73.05054345793027,13.240465153482932,81.34225800542895,1,3,1
24.9872240188897,69.73607818996449,14.608005052104671,99.22676797384077,2,3,1
22.56556815211179,64.88090843163023,14.411299510957576,92.058343907937,3,3,1
24.976348099017095,67.87115399266426,16.002413382953065,83.96893923157843,4,3,1
26.611848161808616,66.02380275768931,11.51637508590613,109.9488035934746,5,3,1
27.33885696599926,71.01712876558463,16.085855117050777,116.26753405554226,6,3,1
26.881559342058466,65.4834322368915,13.141917753053116,115.49052762930617,7,3,1
25.21214321693083,70.26030220330492,9.714756645887373,141.90617532353764,8,3,1
22.21152341095653,61.61087056867642,15.643751316087993,139.67948207174865,9,3,1
24.436263902127507,71.34130813190285,12.132678377047046,137.37162058977754,10,3,1
22.133728609923256,65.41672441526458,15.094777895841045,132.86307876869583,11,3,1
19.037029874438176,67.84265137731647,13.408213058414663,100.09770082412015,12,3,1
17.749488251377734,71.3150642557973,12.904318408913959,105.73264625806094,13,3,1
17.24594765678655,71.85983027236962,7.825165671095818,105.62563357220242,14,3,1
15.715601919585593,70.15011177998858,13.102141392381805,128.7442021317459,15,3,1
18.073216495505047,70.8149514452254,12.112370071879724,101.06719397740493,16,3,1
15.821368864593078,70.42110195670341,13.137574376602059,105.58914224873924,17,3,1
16.726717296505544,79.61327515059433,11.843138250217217,152.60561282794967,18,3,1
17.238683120000083,69.85829279187493,12.84169614101904,141.31515995222668,19,3,1
16.55324944619867,67.74959517576521,12.242949218364618,147.38385778039282,20,3,1
20.054777577680543,76.01370166897385,18.62896606812246,92.49948125878382,21,3,1
19.93266554146455,71.6162906142732,18.738827495240805,89.75159012779477,22,3,1
17.71448535814904,67.09966497111765,5.79773152265837,114.16671426846557,23,3,1
19.34138266426707,70.06425054248146,8.855849231743688,131.8272944872499,0,4,1
24.05459088925917,65.78071571903212,5.135337290367136,108.21572541754875,1,4,1
20.71918157333318,77.21957543937219,11.368901666576072,88.3030418454413,2,4,1
20.968912835125447,74.31387652796113,7.486961768654356,110.24248440098455,3,4,1
22.000919688707924,64.15034298587047,7.846312403566759,94.77734820264835,4,4,1
24.78914617586132,70.01171670611525,4.627720016264426,106.21877583017069,5,4,1
26.100239250798264,69.38447578039417,9.96542593867888,110.6981565653966,6,4,1
22.621048777348562,73.28585115387031,8.827523340350984,111.15887275554026,7,4,1
28.292078957341705,67.72559127210363,11.368472856603688,124.06942907993077,8,4,1
28.516677743071178,76.32121886935008,7.083688858974989,174.28414114189846,9,4,1
24.65039988654476,74.90543939776217,4.935810922671896,166.21031768794714,10,4,1
24.27059218658625,59.87153656522856,4.280805766414884,131.66342222856343,11,4,1
20.32083431848535,72.89999288908024,12.337652460700294,109.32613419465812,12,4,1
22.822783853004445,63.05882193178227,2.7204339863467455,122.53885070341371,13,4,1
19.12777888525308,70.39880786962996,1.6282550042925799,123.61026326274207,14,4,1
14.715175080432026,74.42841130721699,8.930376042702754,114.98949356541675,15,4,1
15.501787133778887,66.18127751011676,7.642544012592694,130.17467167362395,16,4,1
14.058566763258037,74.24732875341232,6.2398084492948875,121.71808985362432,17,4,1
15.64558726746535,66.63606999800356,6.169633388370664,140.7936314556266,18,4,1
19.9594691217619,71.90341393568174,5.731404780434453,149.5754606610076,19,4,1
16.304864869070617,70.3724971218954,9.673081404542485,155.6419738164658,20,4,1
16.263111786220673,68.2009573598434,7.0054262129572775,98.0469041406886,21,4,1
15.329265862977358,77.39665294732305,12.76548444491606,116.40120768476893,22,4,1
20.718666687973393,71.51557999557441,17.067223729777922,112.79003689341289,23,4,1
20.775181791512814,64.3974842174184,0.30602147831816406,110.32470983292981,0,5,1
20.812410709418344,61.41687025967585,3.185641786363302,71.7393138329857,1,5,1
